instantHour,dteday,seasonHour,yrHour,mnthHour,hr,holidayHour,weekdayHour,workingdayHour,weathersitHour,tempHour,atempHour,humHour,windspeedHour,casualHour,registeredHour,cntHour,instantDay,seasonDay,yrDay,mnthDay,holidayDay,weekdayDay,workingdayDay,weathersitDay,tempDay,atempDay,humDay,windspeedDay,casualDay,registeredDay,cntDay
15022,2012-09-23,Gugur,1,Sep,2,0,0,0,Baik,16.44,0.5,48.0,16.997899999999998,18.0,77.0,95.0,632,Gugur,1,Sep,0,0,0,Baik,16.870849000000003,0.518933,46.7083,14.958286000000001,2454.0,5453,7907
15023,2012-09-23,Gugur,1,Sep,3,0,0,0,Baik,14.559999999999999,0.4697,55.00000000000001,19.999499999999998,13.0,41.0,54.0,632,Gugur,1,Sep,0,0,0,Baik,16.870849000000003,0.518933,46.7083,14.958286000000001,2454.0,5453,7907
15024,2012-09-23,Gugur,1,Sep,4,0,0,0,Baik,13.620000000000001,0.4545,55.00000000000001,15.001299999999999,1.0,9.0,10.0,632,Gugur,1,Sep,0,0,0,Baik,16.870849000000003,0.518933,46.7083,14.958286000000001,2454.0,5453,7907
15025,2012-09-23,Gugur,1,Sep,5,0,0,0,Baik,13.620000000000001,0.4545,59.0,16.997899999999998,1.0,5.0,6.0,632,Gugur,1,Sep,0,0,0,Baik,16.870849000000003,0.518933,46.7083,14.958286000000001,2454.0,5453,7907
15026,2012-09-23,Gugur,1,Sep,6,0,0,0,Baik,12.68,0.4394,62.0,16.997899999999998,5.0,11.0,16.0,632,Gugur,1,Sep,0,0,0,Baik,16.870849000000003,0.518933,46.7083,14.958286000000001,2454.0,5453,7907
15027,2012-09-23,Gugur,1,Sep,7,0,0,0,Baik,13.620000000000001,0.4545,59.0,15.001299999999999,9.0,48.0,57.0,632,Gugur,1,Sep,0,0,0,Baik,16.870849000000003,0.518933,46.7083,14.958286000000001,2454.0,5453,7907
15028,2012-09-23,Gugur,1,Sep,8,0,0,0,Baik,14.559999999999999,0.4697,55.00000000000001,23.9994,38.0,137.0,175.0,632,Gugur,1,Sep,0,0,0,Baik,16.870849000000003,0.518933,46.7083,14.958286000000001,2454.0,5453,7907
15029,2012-09-23,Gugur,1,Sep,9,0,0,0,Baik,15.5,0.4848,51.0,22.0028,71.0,205.0,276.0,632,Gugur,1,Sep,0,0,0,Baik,16.870849000000003,0.518933,46.7083,14.958286000000001,2454.0,5453,7907
15030,2012-09-23,Gugur,1,Sep,10,0,0,0,Baik,17.380000000000003,0.5152,45.0,16.997899999999998,138.0,351.0,489.0,632,Gugur,1,Sep,0,0,0,Baik,16.870849000000003,0.518933,46.7083,14.958286000000001,2454.0,5453,7907
15031,2012-09-23,Gugur,1,Sep,11,0,0,0,Baik,18.320000000000004,0.5303,46.0,16.997899999999998,186.0,384.0,570.0,632,Gugur,1,Sep,0,0,0,Baik,16.870849000000003,0.518933,46.7083,14.958286000000001,2454.0,5453,7907
15032,2012-09-23,Gugur,1,Sep,12,0,0,0,Baik,18.320000000000004,0.5303,43.0,7.0015,250.0,526.0,776.0,632,Gugur,1,Sep,0,0,0,Baik,16.870849000000003,0.518933,46.7083,14.958286000000001,2454.0,5453,7907
15033,2012-09-23,Gugur,1,Sep,13,0,0,0,Baik,20.2,0.6212,38.0,11.0014,257.0,445.0,702.0,632,Gugur,1,Sep,0,0,0,Baik,16.870849000000003,0.518933,46.7083,14.958286000000001,2454.0,5453,7907
15034,2012-09-23,Gugur,1,Sep,14,0,0,0,Baik,20.2,0.6212,38.0,12.998000000000001,266.0,400.0,666.0,632,Gugur,1,Sep,0,0,0,Baik,16.870849000000003,0.518933,46.7083,14.958286000000001,2454.0,5453,7907
15035,2012-09-23,Gugur,1,Sep,15,0,0,0,Baik,20.2,0.6212,33.0,15.001299999999999,265.0,375.0,640.0,632,Gugur,1,Sep,0,0,0,Baik,16.870849000000003,0.518933,46.7083,14.958286000000001,2454.0,5453,7907
15036,2012-09-23,Gugur,1,Sep,16,0,0,0,Baik,20.2,0.6212,33.0,22.0028,254.0,437.0,691.0,632,Gugur,1,Sep,0,0,0,Baik,16.870849000000003,0.518933,46.7083,14.958286000000001,2454.0,5453,7907
15037,2012-09-23,Gugur,1,Sep,17,0,0,0,Baik,18.320000000000004,0.5303,35.0,19.999499999999998,227.0,496.0,723.0,632,Gugur,1,Sep,0,0,0,Baik,16.870849000000003,0.518933,46.7083,14.958286000000001,2454.0,5453,7907
15038,2012-09-23,Gugur,1,Sep,18,0,0,0,Baik,17.380000000000003,0.5152,37.0,12.998000000000001,135.0,405.0,540.0,632,Gugur,1,Sep,0,0,0,Baik,16.870849000000003,0.518933,46.7083,14.958286000000001,2454.0,5453,7907
15039,2012-09-23,Gugur,1,Sep,19,0,0,0,Baik,16.44,0.5,42.0,11.0014,82.0,331.0,413.0,632,Gugur,1,Sep,0,0,0,Baik,16.870849000000003,0.518933,46.7083,14.958286000000001,2454.0,5453,7907
15040,2012-09-23,Gugur,1,Sep,20,0,0,0,Baik,16.44,0.5,42.0,11.0014,60.0,192.0,252.0,632,Gugur,1,Sep,0,0,0,Baik,16.870849000000003,0.518933,46.7083,14.958286000000001,2454.0,5453,7907
15041,2012-09-23,Gugur,1,Sep,21,0,0,0,Mendung,16.44,0.5,48.0,7.0015,51.0,145.0,196.0,632,Gugur,1,Sep,0,0,0,Baik,16.870849000000003,0.518933,46.7083,14.958286000000001,2454.0,5453,7907
15042,2012-09-23,Gugur,1,Sep,22,0,0,0,Baik,16.44,0.5,48.0,0.0,40.0,98.0,138.0,632,Gugur,1,Sep,0,0,0,Baik,16.870849000000003,0.518933,46.7083,14.958286000000001,2454.0,5453,7907
15043,2012-09-23,Gugur,1,Sep,23,0,0,0,Mendung,15.5,0.4848,59.0,7.0015,30.0,70.0,100.0,632,Gugur,1,Sep,0,0,0,Baik,16.870849000000003,0.518933,46.7083,14.958286000000001,2454.0,5453,7907
15044,2012-09-24,Gugur,1,Sep,0,0,1,1,Baik,13.620000000000001,0.4545,63.0,12.998000000000001,10.0,54.0,64.0,633,Gugur,1,Sep,0,1,1,Baik,16.165849,0.502513,49.2917,9.541068000000001,1001.0,6435,7436
15045,2012-09-24,Gugur,1,Sep,1,0,1,1,Baik,13.620000000000001,0.4545,67.0,8.9981,6.0,12.0,18.0,633,Gugur,1,Sep,0,1,1,Baik,16.165849,0.502513,49.2917,9.541068000000001,1001.0,6435,7436
15046,2012-09-24,Gugur,1,Sep,2,0,1,1,Mendung,13.620000000000001,0.4545,63.0,8.9981,0.0,8.0,8.0,633,Gugur,1,Sep,0,1,1,Baik,16.165849,0.502513,49.2917,9.541068000000001,1001.0,6435,7436
15047,2012-09-24,Gugur,1,Sep,3,0,1,1,Baik,13.620000000000001,0.4545,63.0,11.0014,0.0,5.0,5.0,633,Gugur,1,Sep,0,1,1,Baik,16.165849,0.502513,49.2917,9.541068000000001,1001.0,6435,7436
15048,2012-09-24,Gugur,1,Sep,4,0,1,1,Baik,12.68,0.4394,67.0,7.0015,0.0,8.0,8.0,633,Gugur,1,Sep,0,1,1,Baik,16.165849,0.502513,49.2917,9.541068000000001,1001.0,6435,7436
15049,2012-09-24,Gugur,1,Sep,5,0,1,1,Baik,13.620000000000001,0.4545,63.0,0.0,2.0,35.0,37.0,633,Gugur,1,Sep,0,1,1,Baik,16.165849,0.502513,49.2917,9.541068000000001,1001.0,6435,7436
15050,2012-09-24,Gugur,1,Sep,6,0,1,1,Baik,13.620000000000001,0.4545,59.0,0.0,6.0,162.0,168.0,633,Gugur,1,Sep,0,1,1,Baik,16.165849,0.502513,49.2917,9.541068000000001,1001.0,6435,7436
15051,2012-09-24,Gugur,1,Sep,7,0,1,1,Baik,13.620000000000001,0.4545,67.0,8.9981,17.0,513.0,530.0,633,Gugur,1,Sep,0,1,1,Baik,16.165849,0.502513,49.2917,9.541068000000001,1001.0,6435,7436
15052,2012-09-24,Gugur,1,Sep,8,0,1,1,Baik,15.5,0.4848,55.00000000000001,12.998000000000001,31.0,719.0,750.0,633,Gugur,1,Sep,0,1,1,Baik,16.165849,0.502513,49.2917,9.541068000000001,1001.0,6435,7436
15053,2012-09-24,Gugur,1,Sep,9,0,1,1,Baik,16.44,0.5,52.0,12.998000000000001,42.0,286.0,328.0,633,Gugur,1,Sep,0,1,1,Baik,16.165849,0.502513,49.2917,9.541068000000001,1001.0,6435,7436
15054,2012-09-24,Gugur,1,Sep,10,0,1,1,Baik,17.380000000000003,0.5152,49.0,15.001299999999999,52.0,146.0,198.0,633,Gugur,1,Sep,0,1,1,Baik,16.165849,0.502513,49.2917,9.541068000000001,1001.0,6435,7436
15055,2012-09-24,Gugur,1,Sep,11,0,1,1,Baik,18.320000000000004,0.5303,37.0,12.998000000000001,71.0,167.0,238.0,633,Gugur,1,Sep,0,1,1,Baik,16.165849,0.502513,49.2917,9.541068000000001,1001.0,6435,7436
15056,2012-09-24,Gugur,1,Sep,12,0,1,1,Baik,18.320000000000004,0.5303,35.0,19.999499999999998,77.0,265.0,342.0,633,Gugur,1,Sep,0,1,1,Baik,16.165849,0.502513,49.2917,9.541068000000001,1001.0,6435,7436
15057,2012-09-24,Gugur,1,Sep,13,0,1,1,Baik,20.2,0.6212,31.0,19.999499999999998,80.0,248.0,328.0,633,Gugur,1,Sep,0,1,1,Baik,16.165849,0.502513,49.2917,9.541068000000001,1001.0,6435,7436
15058,2012-09-24,Gugur,1,Sep,14,0,1,1,Baik,20.2,0.6061,28.000000000000004,0.0,77.0,226.0,303.0,633,Gugur,1,Sep,0,1,1,Baik,16.165849,0.502513,49.2917,9.541068000000001,1001.0,6435,7436
15059,2012-09-24,Gugur,1,Sep,15,0,1,1,Baik,20.2,0.6212,31.0,0.0,84.0,216.0,300.0,633,Gugur,1,Sep,0,1,1,Baik,16.165849,0.502513,49.2917,9.541068000000001,1001.0,6435,7436
15060,2012-09-24,Gugur,1,Sep,16,0,1,1,Baik,19.259999999999998,0.5455,30.0,16.997899999999998,99.0,417.0,516.0,633,Gugur,1,Sep,0,1,1,Baik,16.165849,0.502513,49.2917,9.541068000000001,1001.0,6435,7436
15061,2012-09-24,Gugur,1,Sep,17,0,1,1,Baik,19.259999999999998,0.5455,30.0,0.0,89.0,115.0,142.0,633,Gugur,1,Sep,0,1,1,Baik,16.165849,0.502513,49.2917,9.541068000000001,1001.0,6435,7436
15062,2012-09-24,Gugur,1,Sep,18,0,1,1,Baik,17.380000000000003,0.5152,37.0,11.0014,95.0,115.0,142.0,633,Gugur,1,Sep,0,1,1,Baik,16.165849,0.502513,49.2917,9.541068000000001,1001.0,6435,7436
15063,2012-09-24,Gugur,1,Sep,19,0,1,1,Baik,16.44,0.5,39.0,8.9981,56.0,534.0,590.0,633,Gugur,1,Sep,0,1,1,Baik,16.165849,0.502513,49.2917,9.541068000000001,1001.0,6435,7436
15064,2012-09-24,Gugur,1,Sep,20,0,1,1,Baik,16.44,0.5,52.0,7.0015,52.0,380.0,432.0,633,Gugur,1,Sep,0,1,1,Baik,16.165849,0.502513,49.2917,9.541068000000001,1001.0,6435,7436
15065,2012-09-24,Gugur,1,Sep,21,0,1,1,Baik,15.5,0.4848,51.0,8.9981,26.0,230.0,256.0,633,Gugur,1,Sep,0,1,1,Baik,16.165849,0.502513,49.2917,9.541068000000001,1001.0,6435,7436
15066,2012-09-24,Gugur,1,Sep,22,0,1,1,Baik,15.5,0.4848,51.0,15.001299999999999,18.0,154.0,172.0,633,Gugur,1,Sep,0,1,1,Baik,16.165849,0.502513,49.2917,9.541068000000001,1001.0,6435,7436
15067,2012-09-24,Gugur,1,Sep,23,0,1,1,Baik,13.620000000000001,0.4545,63.0,8.9981,11.0,83.0,94.0,633,Gugur,1,Sep,0,1,1,Baik,16.165849,0.502513,49.2917,9.541068000000001,1001.0,6435,7436
15068,2012-09-25,Gugur,1,Sep,0,0,2,1,Baik,13.620000000000001,0.4545,67.0,11.0014,8.0,56.0,64.0,634,Gugur,1,Sep,0,2,1,Baik,17.85,0.544179,56.99999999999999,15.833507,845.0,6693,7538
15069,2012-09-25,Gugur,1,Sep,1,0,2,1,Baik,12.68,0.4394,72.0,8.9981,2.0,11.0,13.0,634,Gugur,1,Sep,0,2,1,Baik,17.85,0.544179,56.99999999999999,15.833507,845.0,6693,7538
15070,2012-09-25,Gugur,1,Sep,2,0,2,1,Baik,11.739999999999998,0.4242,77.0,8.9981,5.0,9.0,14.0,634,Gugur,1,Sep,0,2,1,Baik,17.85,0.544179,56.99999999999999,15.833507,845.0,6693,7538
15071,2012-09-25,Gugur,1,Sep,3,0,2,1,Baik,11.739999999999998,0.4242,71.0,6.0032,2.0,3.0,5.0,634,Gugur,1,Sep,0,2,1,Baik,17.85,0.544179,56.99999999999999,15.833507,845.0,6693,7538
15072,2012-09-25,Gugur,1,Sep,4,0,2,1,Baik,11.739999999999998,0.4242,71.0,8.9981,2.0,7.0,9.0,634,Gugur,1,Sep,0,2,1,Baik,17.85,0.544179,56.99999999999999,15.833507,845.0,6693,7538
15073,2012-09-25,Gugur,1,Sep,5,0,2,1,Baik,11.739999999999998,0.4242,77.0,6.0032,1.0,46.0,47.0,634,Gugur,1,Sep,0,2,1,Baik,17.85,0.544179,56.99999999999999,15.833507,845.0,6693,7538
15074,2012-09-25,Gugur,1,Sep,6,0,2,1,Baik,12.68,0.4394,77.0,15.001299999999999,5.0,189.0,194.0,634,Gugur,1,Sep,0,2,1,Baik,17.85,0.544179,56.99999999999999,15.833507,845.0,6693,7538
15075,2012-09-25,Gugur,1,Sep,7,0,2,1,Baik,12.68,0.4394,77.0,12.998000000000001,17.0,539.0,556.0,634,Gugur,1,Sep,0,2,1,Baik,17.85,0.544179,56.99999999999999,15.833507,845.0,6693,7538
15076,2012-09-25,Gugur,1,Sep,8,0,2,1,Baik,14.559999999999999,0.4697,67.0,12.998000000000001,41.0,115.0,805.0,634,Gugur,1,Sep,0,2,1,Baik,17.85,0.544179,56.99999999999999,15.833507,845.0,6693,7538
15077,2012-09-25,Gugur,1,Sep,9,0,2,1,Baik,17.380000000000003,0.5152,56.00000000000001,16.997899999999998,28.0,381.0,409.0,634,Gugur,1,Sep,0,2,1,Baik,17.85,0.544179,56.99999999999999,15.833507,845.0,6693,7538
15078,2012-09-25,Gugur,1,Sep,10,0,2,1,Baik,18.320000000000004,0.5303,52.0,19.999499999999998,45.0,125.0,170.0,634,Gugur,1,Sep,0,2,1,Baik,17.85,0.544179,56.99999999999999,15.833507,845.0,6693,7538
15079,2012-09-25,Gugur,1,Sep,11,0,2,1,Baik,20.2,0.6212,46.0,19.999499999999998,63.0,155.0,218.0,634,Gugur,1,Sep,0,2,1,Baik,17.85,0.544179,56.99999999999999,15.833507,845.0,6693,7538
15080,2012-09-25,Gugur,1,Sep,12,0,2,1,Baik,21.14,0.6212,43.0,19.0012,69.0,233.0,302.0,634,Gugur,1,Sep,0,2,1,Baik,17.85,0.544179,56.99999999999999,15.833507,845.0,6693,7538
15081,2012-09-25,Gugur,1,Sep,13,0,2,1,Baik,22.080000000000002,0.6212,47.0,16.997899999999998,48.0,257.0,305.0,634,Gugur,1,Sep,0,2,1,Baik,17.85,0.544179,56.99999999999999,15.833507,845.0,6693,7538
15082,2012-09-25,Gugur,1,Sep,14,0,2,1,Baik,23.020000000000003,0.6212,39.0,22.0028,80.0,213.0,293.0,634,Gugur,1,Sep,0,2,1,Baik,17.85,0.544179,56.99999999999999,15.833507,845.0,6693,7538
15083,2012-09-25,Gugur,1,Sep,15,0,2,1,Baik,23.020000000000003,0.6212,36.0,22.0028,56.0,247.0,303.0,634,Gugur,1,Sep,0,2,1,Baik,17.85,0.544179,56.99999999999999,15.833507,845.0,6693,7538
15084,2012-09-25,Gugur,1,Sep,16,0,2,1,Baik,23.020000000000003,0.6212,39.0,19.999499999999998,59.0,436.0,495.0,634,Gugur,1,Sep,0,2,1,Baik,17.85,0.544179,56.99999999999999,15.833507,845.0,6693,7538
15085,2012-09-25,Gugur,1,Sep,17,0,2,1,Baik,23.020000000000003,0.6212,39.0,19.0012,107.0,115.0,142.0,634,Gugur,1,Sep,0,2,1,Baik,17.85,0.544179,56.99999999999999,15.833507,845.0,6693,7538
15086,2012-09-25,Gugur,1,Sep,18,0,2,1,Baik,22.080000000000002,0.6212,41.0,15.001299999999999,64.0,115.0,822.0,634,Gugur,1,Sep,0,2,1,Baik,17.85,0.544179,56.99999999999999,15.833507,845.0,6693,7538
15087,2012-09-25,Gugur,1,Sep,19,0,2,1,Baik,21.14,0.6212,50.0,16.997899999999998,49.0,490.0,539.0,634,Gugur,1,Sep,0,2,1,Baik,17.85,0.544179,56.99999999999999,15.833507,845.0,6693,7538
15088,2012-09-25,Gugur,1,Sep,20,0,2,1,Baik,20.2,0.6212,56.00000000000001,19.999499999999998,37.0,388.0,425.0,634,Gugur,1,Sep,0,2,1,Baik,17.85,0.544179,56.99999999999999,15.833507,845.0,6693,7538
15089,2012-09-25,Gugur,1,Sep,21,0,2,1,Baik,20.2,0.6212,56.00000000000001,19.999499999999998,34.0,263.0,297.0,634,Gugur,1,Sep,0,2,1,Baik,17.85,0.544179,56.99999999999999,15.833507,845.0,6693,7538
15090,2012-09-25,Gugur,1,Sep,22,0,2,1,Baik,20.2,0.6212,56.00000000000001,19.0012,14.0,174.0,188.0,634,Gugur,1,Sep,0,2,1,Baik,17.85,0.544179,56.99999999999999,15.833507,845.0,6693,7538
15091,2012-09-25,Gugur,1,Sep,23,0,2,1,Baik,20.2,0.6212,56.00000000000001,22.0028,9.0,89.0,98.0,634,Gugur,1,Sep,0,2,1,Baik,17.85,0.544179,56.99999999999999,15.833507,845.0,6693,7538
15092,2012-09-26,Gugur,1,Sep,0,0,3,1,Baik,19.259999999999998,0.5455,64.0,19.999499999999998,6.0,34.0,40.0,635,Gugur,1,Sep,0,3,1,Baik,21.845,0.596613,63.083299999999994,16.3748,787.0,6946,7733
15093,2012-09-26,Gugur,1,Sep,1,0,3,1,Baik,19.259999999999998,0.5455,64.0,22.0028,10.0,19.0,29.0,635,Gugur,1,Sep,0,3,1,Baik,21.845,0.596613,63.083299999999994,16.3748,787.0,6946,7733
15094,2012-09-26,Gugur,1,Sep,2,0,3,1,Mendung,19.259999999999998,0.5455,64.0,19.0012,2.0,15.0,17.0,635,Gugur,1,Sep,0,3,1,Baik,21.845,0.596613,63.083299999999994,16.3748,787.0,6946,7733
15095,2012-09-26,Gugur,1,Sep,3,0,3,1,Mendung,19.259999999999998,0.5455,64.0,19.0012,4.0,6.0,10.0,635,Gugur,1,Sep,0,3,1,Baik,21.845,0.596613,63.083299999999994,16.3748,787.0,6946,7733
15096,2012-09-26,Gugur,1,Sep,4,0,3,1,Baik,18.320000000000004,0.5303,73.0,16.997899999999998,2.0,12.0,14.0,635,Gugur,1,Sep,0,3,1,Baik,21.845,0.596613,63.083299999999994,16.3748,787.0,6946,7733
15097,2012-09-26,Gugur,1,Sep,5,0,3,1,Baik,18.320000000000004,0.5303,73.0,15.001299999999999,1.0,35.0,36.0,635,Gugur,1,Sep,0,3,1,Baik,21.845,0.596613,63.083299999999994,16.3748,787.0,6946,7733
15098,2012-09-26,Gugur,1,Sep,6,0,3,1,Baik,17.380000000000003,0.5152,73.0,12.998000000000001,3.0,179.0,182.0,635,Gugur,1,Sep,0,3,1,Baik,21.845,0.596613,63.083299999999994,16.3748,787.0,6946,7733
15099,2012-09-26,Gugur,1,Sep,7,0,3,1,Baik,17.380000000000003,0.5152,77.0,8.9981,9.0,523.0,532.0,635,Gugur,1,Sep,0,3,1,Baik,21.845,0.596613,63.083299999999994,16.3748,787.0,6946,7733
15100,2012-09-26,Gugur,1,Sep,8,0,3,1,Baik,18.320000000000004,0.5303,73.0,19.999499999999998,30.0,115.0,142.0,635,Gugur,1,Sep,0,3,1,Baik,21.845,0.596613,63.083299999999994,16.3748,787.0,6946,7733
15101,2012-09-26,Gugur,1,Sep,9,0,3,1,Baik,20.2,0.6061,64.0,12.998000000000001,27.0,307.0,334.0,635,Gugur,1,Sep,0,3,1,Baik,21.845,0.596613,63.083299999999994,16.3748,787.0,6946,7733
15102,2012-09-26,Gugur,1,Sep,10,0,3,1,Baik,20.2,0.5909,73.0,19.0012,29.0,156.0,185.0,635,Gugur,1,Sep,0,3,1,Baik,21.845,0.596613,63.083299999999994,16.3748,787.0,6946,7733
15103,2012-09-26,Gugur,1,Sep,11,0,3,1,Baik,22.080000000000002,0.6212,61.0,16.997899999999998,46.0,181.0,227.0,635,Gugur,1,Sep,0,3,1,Baik,21.845,0.596613,63.083299999999994,16.3748,787.0,6946,7733
15104,2012-09-26,Gugur,1,Sep,12,0,3,1,Baik,23.96,0.6364,61.0,15.001299999999999,56.0,260.0,316.0,635,Gugur,1,Sep,0,3,1,Baik,21.845,0.596613,63.083299999999994,16.3748,787.0,6946,7733
15105,2012-09-26,Gugur,1,Sep,13,0,3,1,Baik,24.9,0.6515,57.99999999999999,15.001299999999999,67.0,273.0,340.0,635,Gugur,1,Sep,0,3,1,Baik,21.845,0.596613,63.083299999999994,16.3748,787.0,6946,7733
15106,2012-09-26,Gugur,1,Sep,14,0,3,1,Baik,26.78,0.6667,48.0,19.0012,60.0,217.0,277.0,635,Gugur,1,Sep,0,3,1,Baik,21.845,0.596613,63.083299999999994,16.3748,787.0,6946,7733
15107,2012-09-26,Gugur,1,Sep,15,0,3,1,Baik,26.78,0.6667,48.0,19.999499999999998,69.0,231.0,300.0,635,Gugur,1,Sep,0,3,1,Baik,21.845,0.596613,63.083299999999994,16.3748,787.0,6946,7733
15108,2012-09-26,Gugur,1,Sep,16,0,3,1,Baik,26.78,0.6667,45.0,19.0012,71.0,397.0,468.0,635,Gugur,1,Sep,0,3,1,Baik,21.845,0.596613,63.083299999999994,16.3748,787.0,6946,7733
15109,2012-09-26,Gugur,1,Sep,17,0,3,1,Baik,26.78,0.6667,48.0,19.999499999999998,77.0,115.0,142.0,635,Gugur,1,Sep,0,3,1,Baik,21.845,0.596613,63.083299999999994,16.3748,787.0,6946,7733
15110,2012-09-26,Gugur,1,Sep,18,0,3,1,Baik,26.78,0.6667,48.0,15.001299999999999,69.0,115.0,142.0,635,Gugur,1,Sep,0,3,1,Baik,21.845,0.596613,63.083299999999994,16.3748,787.0,6946,7733
15111,2012-09-26,Gugur,1,Sep,19,0,3,1,Baik,24.9,0.6515,54.0,11.0014,38.0,589.0,627.0,635,Gugur,1,Sep,0,3,1,Baik,21.845,0.596613,63.083299999999994,16.3748,787.0,6946,7733
15112,2012-09-26,Gugur,1,Sep,20,0,3,1,Baik,23.020000000000003,0.6212,69.0,12.998000000000001,45.0,389.0,434.0,635,Gugur,1,Sep,0,3,1,Baik,21.845,0.596613,63.083299999999994,16.3748,787.0,6946,7733
15113,2012-09-26,Gugur,1,Sep,21,0,3,1,Baik,23.020000000000003,0.6212,65.0,12.998000000000001,32.0,328.0,360.0,635,Gugur,1,Sep,0,3,1,Baik,21.845,0.596613,63.083299999999994,16.3748,787.0,6946,7733
15114,2012-09-26,Gugur,1,Sep,22,0,3,1,Buruk,21.14,0.6061,69.0,12.998000000000001,21.0,194.0,215.0,635,Gugur,1,Sep,0,3,1,Baik,21.845,0.596613,63.083299999999994,16.3748,787.0,6946,7733
15115,2012-09-26,Gugur,1,Sep,23,0,3,1,Mendung,20.2,0.5758,78.0,16.997899999999998,13.0,102.0,115.0,635,Gugur,1,Sep,0,3,1,Baik,21.845,0.596613,63.083299999999994,16.3748,787.0,6946,7733
15116,2012-09-27,Gugur,1,Sep,0,0,4,1,Baik,20.2,0.5758,78.0,6.0032,5.0,60.0,65.0,636,Gugur,1,Sep,0,4,1,Mendung,22.55,0.607975,69.08330000000001,9.000914,751.0,6642,7393
15117,2012-09-27,Gugur,1,Sep,1,0,4,1,Baik,20.2,0.5758,78.0,6.0032,5.0,16.0,21.0,636,Gugur,1,Sep,0,4,1,Mendung,22.55,0.607975,69.08330000000001,9.000914,751.0,6642,7393
15118,2012-09-27,Gugur,1,Sep,2,0,4,1,Baik,20.2,0.5758,78.0,6.0032,3.0,13.0,16.0,636,Gugur,1,Sep,0,4,1,Mendung,22.55,0.607975,69.08330000000001,9.000914,751.0,6642,7393
15119,2012-09-27,Gugur,1,Sep,3,0,4,1,Baik,20.2,0.5758,78.0,0.0,0.0,7.0,7.0,636,Gugur,1,Sep,0,4,1,Mendung,22.55,0.607975,69.08330000000001,9.000914,751.0,6642,7393
15120,2012-09-27,Gugur,1,Sep,4,0,4,1,Baik,18.320000000000004,0.5303,94.0,8.9981,2.0,6.0,8.0,636,Gugur,1,Sep,0,4,1,Mendung,22.55,0.607975,69.08330000000001,9.000914,751.0,6642,7393
15121,2012-09-27,Gugur,1,Sep,5,0,4,1,Baik,19.259999999999998,0.5455,83.0,0.0,2.0,64.0,66.0,636,Gugur,1,Sep,0,4,1,Mendung,22.55,0.607975,69.08330000000001,9.000914,751.0,6642,7393
15122,2012-09-27,Gugur,1,Sep,6,0,4,1,Baik,18.320000000000004,0.5303,88.0,6.0032,5.0,164.0,169.0,636,Gugur,1,Sep,0,4,1,Mendung,22.55,0.607975,69.08330000000001,9.000914,751.0,6642,7393
15123,2012-09-27,Gugur,1,Sep,7,0,4,1,Baik,20.2,0.5758,78.0,0.0,12.0,546.0,558.0,636,Gugur,1,Sep,0,4,1,Mendung,22.55,0.607975,69.08330000000001,9.000914,751.0,6642,7393
15124,2012-09-27,Gugur,1,Sep,8,0,4,1,Baik,21.14,0.6061,71.0,6.0032,20.0,115.0,794.0,636,Gugur,1,Sep,0,4,1,Mendung,22.55,0.607975,69.08330000000001,9.000914,751.0,6642,7393
15125,2012-09-27,Gugur,1,Sep,9,0,4,1,Baik,23.020000000000003,0.6212,65.0,0.0,30.0,305.0,335.0,636,Gugur,1,Sep,0,4,1,Mendung,22.55,0.607975,69.08330000000001,9.000914,751.0,6642,7393
15126,2012-09-27,Gugur,1,Sep,10,0,4,1,Mendung,24.9,0.6515,51.0,19.0012,40.0,168.0,208.0,636,Gugur,1,Sep,0,4,1,Mendung,22.55,0.607975,69.08330000000001,9.000914,751.0,6642,7393
15127,2012-09-27,Gugur,1,Sep,11,0,4,1,Mendung,25.839999999999996,0.6667,51.0,11.0014,67.0,227.0,294.0,636,Gugur,1,Sep,0,4,1,Mendung,22.55,0.607975,69.08330000000001,9.000914,751.0,6642,7393
15128,2012-09-27,Gugur,1,Sep,12,0,4,1,Mendung,26.78,0.6667,48.0,8.9981,63.0,272.0,335.0,636,Gugur,1,Sep,0,4,1,Mendung,22.55,0.607975,69.08330000000001,9.000914,751.0,6642,7393
15129,2012-09-27,Gugur,1,Sep,13,0,4,1,Mendung,26.78,0.6667,48.0,0.0,61.0,265.0,326.0,636,Gugur,1,Sep,0,4,1,Mendung,22.55,0.607975,69.08330000000001,9.000914,751.0,6642,7393
15130,2012-09-27,Gugur,1,Sep,14,0,4,1,Mendung,27.72,0.6818,45.0,6.0032,44.0,214.0,258.0,636,Gugur,1,Sep,0,4,1,Mendung,22.55,0.607975,69.08330000000001,9.000914,751.0,6642,7393
15131,2012-09-27,Gugur,1,Sep,15,0,4,1,Mendung,27.72,0.6818,45.0,0.0,41.0,255.0,296.0,636,Gugur,1,Sep,0,4,1,Mendung,22.55,0.607975,69.08330000000001,9.000914,751.0,6642,7393
15132,2012-09-27,Gugur,1,Sep,16,0,4,1,Mendung,25.839999999999996,0.6667,57.99999999999999,22.0028,73.0,399.0,472.0,636,Gugur,1,Sep,0,4,1,Mendung,22.55,0.607975,69.08330000000001,9.000914,751.0,6642,7393
15133,2012-09-27,Gugur,1,Sep,17,0,4,1,Mendung,23.020000000000003,0.6212,69.0,19.999499999999998,87.0,115.0,142.0,636,Gugur,1,Sep,0,4,1,Mendung,22.55,0.607975,69.08330000000001,9.000914,751.0,6642,7393
